id,"book",chapter,verse,"created_at","updated_at"
1001010,"Genesis",1,10,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001009,"Genesis",1,9,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001008,"Genesis",1,8,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001007,"Genesis",1,7,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001006,"Genesis",1,6,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001005,"Genesis",1,5,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001004,"Genesis",1,4,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001003,"Genesis",1,3,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001002,"Genesis",1,2,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001001,"Genesis",1,1,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001011,"Genesis",1,11,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001012,"Genesis",1,12,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001013,"Genesis",1,13,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001014,"Genesis",1,14,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001015,"Genesis",1,15,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001016,"Genesis",1,16,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001017,"Genesis",1,17,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001018,"Genesis",1,18,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001019,"Genesis",1,19,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001020,"Genesis",1,20,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001021,"Genesis",1,21,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001022,"Genesis",1,22,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001023,"Genesis",1,23,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001024,"Genesis",1,24,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001025,"Genesis",1,25,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001026,"Genesis",1,26,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001027,"Genesis",1,27,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001028,"Genesis",1,28,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001029,"Genesis",1,29,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001030,"Genesis",1,30,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1001031,"Genesis",1,31,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002001,"Genesis",2,1,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002002,"Genesis",2,2,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002003,"Genesis",2,3,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002004,"Genesis",2,4,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002005,"Genesis",2,5,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002006,"Genesis",2,6,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002007,"Genesis",2,7,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002008,"Genesis",2,8,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002009,"Genesis",2,9,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002010,"Genesis",2,10,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002011,"Genesis",2,11,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002012,"Genesis",2,12,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002013,"Genesis",2,13,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002014,"Genesis",2,14,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002015,"Genesis",2,15,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002016,"Genesis",2,16,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002017,"Genesis",2,17,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002018,"Genesis",2,18,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002019,"Genesis",2,19,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002020,"Genesis",2,20,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002021,"Genesis",2,21,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002022,"Genesis",2,22,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002023,"Genesis",2,23,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002024,"Genesis",2,24,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1002025,"Genesis",2,25,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003001,"Genesis",3,1,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003002,"Genesis",3,2,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003003,"Genesis",3,3,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003004,"Genesis",3,4,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003005,"Genesis",3,5,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003006,"Genesis",3,6,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003007,"Genesis",3,7,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003008,"Genesis",3,8,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003009,"Genesis",3,9,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003010,"Genesis",3,10,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003011,"Genesis",3,11,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003012,"Genesis",3,12,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003013,"Genesis",3,13,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003014,"Genesis",3,14,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003015,"Genesis",3,15,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003016,"Genesis",3,16,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003017,"Genesis",3,17,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003018,"Genesis",3,18,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003019,"Genesis",3,19,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003020,"Genesis",3,20,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003021,"Genesis",3,21,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003022,"Genesis",3,22,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003023,"Genesis",3,23,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1003024,"Genesis",3,24,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004001,"Genesis",4,1,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004002,"Genesis",4,2,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004003,"Genesis",4,3,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004004,"Genesis",4,4,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004005,"Genesis",4,5,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004006,"Genesis",4,6,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004007,"Genesis",4,7,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004008,"Genesis",4,8,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004009,"Genesis",4,9,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004010,"Genesis",4,10,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004011,"Genesis",4,11,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004012,"Genesis",4,12,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004013,"Genesis",4,13,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004014,"Genesis",4,14,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004015,"Genesis",4,15,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004016,"Genesis",4,16,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004017,"Genesis",4,17,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004018,"Genesis",4,18,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004019,"Genesis",4,19,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004020,"Genesis",4,20,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004021,"Genesis",4,21,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004022,"Genesis",4,22,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004023,"Genesis",4,23,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004024,"Genesis",4,24,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004025,"Genesis",4,25,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1004026,"Genesis",4,26,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005001,"Genesis",5,1,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005002,"Genesis",5,2,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005003,"Genesis",5,3,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005004,"Genesis",5,4,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005005,"Genesis",5,5,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005006,"Genesis",5,6,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005007,"Genesis",5,7,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005008,"Genesis",5,8,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005009,"Genesis",5,9,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005010,"Genesis",5,10,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005011,"Genesis",5,11,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005012,"Genesis",5,12,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005013,"Genesis",5,13,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005014,"Genesis",5,14,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005015,"Genesis",5,15,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005016,"Genesis",5,16,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005017,"Genesis",5,17,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005018,"Genesis",5,18,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005019,"Genesis",5,19,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005020,"Genesis",5,20,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005021,"Genesis",5,21,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005022,"Genesis",5,22,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005023,"Genesis",5,23,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005024,"Genesis",5,24,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005025,"Genesis",5,25,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005026,"Genesis",5,26,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005027,"Genesis",5,27,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005028,"Genesis",5,28,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005029,"Genesis",5,29,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005030,"Genesis",5,30,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005031,"Genesis",5,31,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1005032,"Genesis",5,32,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006001,"Genesis",6,1,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006002,"Genesis",6,2,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006003,"Genesis",6,3,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006004,"Genesis",6,4,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006005,"Genesis",6,5,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006006,"Genesis",6,6,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006007,"Genesis",6,7,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006008,"Genesis",6,8,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006009,"Genesis",6,9,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006010,"Genesis",6,10,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006011,"Genesis",6,11,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006012,"Genesis",6,12,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006013,"Genesis",6,13,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006014,"Genesis",6,14,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006015,"Genesis",6,15,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006016,"Genesis",6,16,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006017,"Genesis",6,17,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006018,"Genesis",6,18,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006019,"Genesis",6,19,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006020,"Genesis",6,20,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006021,"Genesis",6,21,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1006022,"Genesis",6,22,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007001,"Genesis",7,1,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007002,"Genesis",7,2,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007003,"Genesis",7,3,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007004,"Genesis",7,4,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007005,"Genesis",7,5,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007006,"Genesis",7,6,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007007,"Genesis",7,7,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007008,"Genesis",7,8,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007009,"Genesis",7,9,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007010,"Genesis",7,10,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007011,"Genesis",7,11,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007012,"Genesis",7,12,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007013,"Genesis",7,13,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007014,"Genesis",7,14,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007015,"Genesis",7,15,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007016,"Genesis",7,16,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007017,"Genesis",7,17,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007018,"Genesis",7,18,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007019,"Genesis",7,19,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007020,"Genesis",7,20,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007021,"Genesis",7,21,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007022,"Genesis",7,22,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007023,"Genesis",7,23,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1007024,"Genesis",7,24,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008001,"Genesis",8,1,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008002,"Genesis",8,2,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008003,"Genesis",8,3,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008004,"Genesis",8,4,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008005,"Genesis",8,5,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008006,"Genesis",8,6,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008007,"Genesis",8,7,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008008,"Genesis",8,8,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008009,"Genesis",8,9,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008010,"Genesis",8,10,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008011,"Genesis",8,11,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008012,"Genesis",8,12,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008013,"Genesis",8,13,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008014,"Genesis",8,14,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008015,"Genesis",8,15,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008016,"Genesis",8,16,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008017,"Genesis",8,17,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008018,"Genesis",8,18,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008019,"Genesis",8,19,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008020,"Genesis",8,20,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008021,"Genesis",8,21,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1008022,"Genesis",8,22,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009001,"Genesis",9,1,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009002,"Genesis",9,2,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009003,"Genesis",9,3,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009004,"Genesis",9,4,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009005,"Genesis",9,5,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009006,"Genesis",9,6,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009007,"Genesis",9,7,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009008,"Genesis",9,8,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009009,"Genesis",9,9,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009010,"Genesis",9,10,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009011,"Genesis",9,11,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009012,"Genesis",9,12,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009013,"Genesis",9,13,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009014,"Genesis",9,14,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009015,"Genesis",9,15,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009016,"Genesis",9,16,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009017,"Genesis",9,17,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009018,"Genesis",9,18,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009019,"Genesis",9,19,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009020,"Genesis",9,20,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009021,"Genesis",9,21,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009022,"Genesis",9,22,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009023,"Genesis",9,23,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009024,"Genesis",9,24,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009025,"Genesis",9,25,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009026,"Genesis",9,26,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009027,"Genesis",9,27,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009028,"Genesis",9,28,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1009029,"Genesis",9,29,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010001,"Genesis",10,1,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010002,"Genesis",10,2,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010003,"Genesis",10,3,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010004,"Genesis",10,4,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010005,"Genesis",10,5,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010006,"Genesis",10,6,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010007,"Genesis",10,7,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010008,"Genesis",10,8,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010009,"Genesis",10,9,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010010,"Genesis",10,10,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010011,"Genesis",10,11,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010012,"Genesis",10,12,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010013,"Genesis",10,13,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010014,"Genesis",10,14,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010015,"Genesis",10,15,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010016,"Genesis",10,16,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010017,"Genesis",10,17,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010018,"Genesis",10,18,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010019,"Genesis",10,19,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010020,"Genesis",10,20,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010021,"Genesis",10,21,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010022,"Genesis",10,22,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010023,"Genesis",10,23,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010024,"Genesis",10,24,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010025,"Genesis",10,25,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010026,"Genesis",10,26,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010027,"Genesis",10,27,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010028,"Genesis",10,28,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010029,"Genesis",10,29,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010030,"Genesis",10,30,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010031,"Genesis",10,31,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1010032,"Genesis",10,32,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011001,"Genesis",11,1,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011002,"Genesis",11,2,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011003,"Genesis",11,3,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011004,"Genesis",11,4,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011005,"Genesis",11,5,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011006,"Genesis",11,6,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011007,"Genesis",11,7,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011008,"Genesis",11,8,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011009,"Genesis",11,9,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011010,"Genesis",11,10,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011011,"Genesis",11,11,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011012,"Genesis",11,12,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011013,"Genesis",11,13,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011014,"Genesis",11,14,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011015,"Genesis",11,15,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011016,"Genesis",11,16,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011017,"Genesis",11,17,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011018,"Genesis",11,18,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011019,"Genesis",11,19,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011020,"Genesis",11,20,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011021,"Genesis",11,21,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011022,"Genesis",11,22,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011023,"Genesis",11,23,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011024,"Genesis",11,24,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011025,"Genesis",11,25,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011026,"Genesis",11,26,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011027,"Genesis",11,27,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011028,"Genesis",11,28,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011029,"Genesis",11,29,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011030,"Genesis",11,30,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011031,"Genesis",11,31,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1011032,"Genesis",11,32,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012001,"Genesis",12,1,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012002,"Genesis",12,2,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012003,"Genesis",12,3,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012004,"Genesis",12,4,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012005,"Genesis",12,5,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012006,"Genesis",12,6,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012007,"Genesis",12,7,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012008,"Genesis",12,8,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012009,"Genesis",12,9,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012010,"Genesis",12,10,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012011,"Genesis",12,11,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012012,"Genesis",12,12,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012013,"Genesis",12,13,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012014,"Genesis",12,14,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012015,"Genesis",12,15,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012016,"Genesis",12,16,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012017,"Genesis",12,17,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012018,"Genesis",12,18,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012019,"Genesis",12,19,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1012020,"Genesis",12,20,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1013001,"Genesis",13,1,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1013002,"Genesis",13,2,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1013003,"Genesis",13,3,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1013004,"Genesis",13,4,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1013005,"Genesis",13,5,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1013006,"Genesis",13,6,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1013007,"Genesis",13,7,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1013008,"Genesis",13,8,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1013009,"Genesis",13,9,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1013010,"Genesis",13,10,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1013011,"Genesis",13,11,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1013012,"Genesis",13,12,"2016-06-03 00:59:34","2016-06-03 00:59:34"
1013013,"Genesis",13,13,"2016-06-03 00:59:34","2016-06-03 00:59:34"
